utc_timestamp,GB_temperature,GB_radiation_direct_horizontal,GB_radiation_diffuse_horizontal
2015-01-01T00:00:00Z,6.565,0,0
2015-01-01T01:00:00Z,6.715,0,0
2015-01-01T02:00:00Z,6.893,0,0
2015-01-01T03:00:00Z,7.093,0,0
2015-01-01T04:00:00Z,7.297,0,0
2015-01-01T05:00:00Z,7.469,0,0
2015-01-01T06:00:00Z,7.587,0,0
2015-01-01T07:00:00Z,7.76,0,0
2015-01-01T08:00:00Z,8.011,0.0454,3.3409
2015-01-01T09:00:00Z,8.338,0.3187,19.5719
2015-01-01T10:00:00Z,8.746,1.1392,46.3291
2015-01-01T11:00:00Z,9.167,1.9058,63.8823
2015-01-01T12:00:00Z,9.491,1.631,60.7078
2015-01-01T13:00:00Z,9.711,1.0706,46.9086
2015-01-01T14:00:00Z,9.867,0.605,29.3929
2015-01-01T15:00:00Z,9.933,0.1351,7.7911
2015-01-01T16:00:00Z,9.999,0.0001,0.0114
2015-01-01T17:00:00Z,10.135,0,0
2015-01-01T18:00:00Z,10.273,0,0
2015-01-01T19:00:00Z,10.365,0,0
2015-01-01T20:00:00Z,10.417,0,0
2015-01-01T21:00:00Z,10.466,0,0
2015-01-01T22:00:00Z,10.499,0,0
2015-01-01T23:00:00Z,10.37,0,0
2015-01-02T00:00:00Z,9.945,0,0
2015-01-02T01:00:00Z,9.343,0,0
2015-01-02T02:00:00Z,8.678,0,0
2015-01-02T03:00:00Z,8.025,0,0
2015-01-02T04:00:00Z,7.253,0,0
2015-01-02T05:00:00Z,6.501,0,0
2015-01-02T06:00:00Z,5.981,0,0
2015-01-02T07:00:00Z,5.579,0,0
2015-01-02T08:00:00Z,5.253,0.5448,7.4198
2015-01-02T09:00:00Z,5.371,11.4169,51.3139
2015-01-02T10:00:00Z,5.888,58.8812,83.4783
2015-01-02T11:00:00Z,6.429,100.4811,89.6685
2015-01-02T12:00:00Z,6.693,113.3191,86.6244
2015-01-02T13:00:00Z,6.622,93.2524,77.0978
2015-01-02T14:00:00Z,6.168,42.1331,59.5884
2015-01-02T15:00:00Z,5.062,4.5922,18.5891
2015-01-02T16:00:00Z,3.85,0.0035,0.0372
2015-01-02T17:00:00Z,3.404,0,0
2015-01-02T18:00:00Z,3.353,0,0
2015-01-02T19:00:00Z,3.218,0,0
2015-01-02T20:00:00Z,2.966,0,0
2015-01-02T21:00:00Z,2.989,0,0
2015-01-02T22:00:00Z,3.321,0,0
2015-01-02T23:00:00Z,3.421,0,0
2015-01-03T00:00:00Z,3.375,0,0
2015-01-03T01:00:00Z,3.286,0,0
2015-01-03T02:00:00Z,3.359,0,0
2015-01-03T03:00:00Z,3.449,0,0
2015-01-03T04:00:00Z,3.461,0,0
2015-01-03T05:00:00Z,3.378,0,0
2015-01-03T06:00:00Z,3.327,0,0
2015-01-03T07:00:00Z,3.31,0,0
2015-01-03T08:00:00Z,3.385,0.0262,2.3249
2015-01-03T09:00:00Z,3.697,0.4304,22.8205
2015-01-03T10:00:00Z,4.233,1.2739,48.2105
2015-01-03T11:00:00Z,4.64,1.6048,58.6936
2015-01-03T12:00:00Z,4.969,2.1378,66.446
2015-01-03T13:00:00Z,5.173,2.627,65.2692
2015-01-03T14:00:00Z,4.99,1.8986,45.1233
2015-01-03T15:00:00Z,3.978,0.3791,12.1941
2015-01-03T16:00:00Z,2.868,0.0002,0.0137
2015-01-03T17:00:00Z,2.289,0,0
2015-01-03T18:00:00Z,1.949,0,0
2015-01-03T19:00:00Z,1.623,0,0
2015-01-03T20:00:00Z,1.353,0,0
2015-01-03T21:00:00Z,1.1,0,0
2015-01-03T22:00:00Z,0.881,0,0
2015-01-03T23:00:00Z,0.729,0,0
2015-01-04T00:00:00Z,0.535,0,0
2015-01-04T01:00:00Z,0.303,0,0
2015-01-04T02:00:00Z,0.109,0,0
2015-01-04T03:00:00Z,-0.063,0,0
2015-01-04T04:00:00Z,-0.212,0,0
2015-01-04T05:00:00Z,-0.235,0,0
2015-01-04T06:00:00Z,-0.35,0,0
2015-01-04T07:00:00Z,-0.473,0,0
2015-01-04T08:00:00Z,-0.407,1.0593,10.7127
2015-01-04T09:00:00Z,0.445,13.6741,55.3699
2015-01-04T10:00:00Z,1.545,45.9411,90.4786
2015-01-04T11:00:00Z,2.453,90.2421,99.6601
2015-01-04T12:00:00Z,3.189,95.488,99.6853
2015-01-04T13:00:00Z,3.443,67.4483,91.8912
2015-01-04T14:00:00Z,3.031,26.55,66.717
2015-01-04T15:00:00Z,1.583,2.1794,18.2452
2015-01-04T16:00:00Z,1.083,0.0003,0.0164
2015-01-04T17:00:00Z,1.363,0,0
2015-01-04T18:00:00Z,1.624,0,0
2015-01-04T19:00:00Z,1.944,0,0
2015-01-04T20:00:00Z,2.281,0,0
2015-01-04T21:00:00Z,2.629,0,0
2015-01-04T22:00:00Z,2.987,0,0
2015-01-04T23:00:00Z,3.28,0,0
2015-01-05T00:00:00Z,3.533,0,0
2015-01-05T01:00:00Z,3.737,0,0
2015-01-05T02:00:00Z,3.971,0,0
2015-01-05T03:00:00Z,4.182,0,0
2015-01-05T04:00:00Z,4.322,0,0
2015-01-05T05:00:00Z,4.466,0,0
2015-01-05T06:00:00Z,4.667,0,0
2015-01-05T07:00:00Z,4.899,0,0
2015-01-05T08:00:00Z,5.205,0.0679,4.6256
2015-01-05T09:00:00Z,5.764,0.4785,24.8049
2015-01-05T10:00:00Z,6.332,1.0602,45.9756
2015-01-05T11:00:00Z,6.861,1.6516,61.7085
2015-01-05T12:00:00Z,7.305,1.8811,65.8034
2015-01-05T13:00:00Z,7.546,1.4487,54.6799
2015-01-05T14:00:00Z,7.512,0.644,31.2684
2015-01-05T15:00:00Z,7.265,0.1059,7.368
2015-01-05T16:00:00Z,7.081,0.0001,0.0147
2015-01-05T17:00:00Z,7.055,0,0
2015-01-05T18:00:00Z,6.995,0,0
2015-01-05T19:00:00Z,6.931,0,0
2015-01-05T20:00:00Z,6.872,0,0
2015-01-05T21:00:00Z,6.785,0,0
2015-01-05T22:00:00Z,6.695,0,0
2015-01-05T23:00:00Z,6.663,0,0
2015-01-06T00:00:00Z,6.645,0,0
2015-01-06T01:00:00Z,6.647,0,0
2015-01-06T02:00:00Z,6.654,0,0
2015-01-06T03:00:00Z,6.665,0,0
2015-01-06T04:00:00Z,6.726,0,0
2015-01-06T05:00:00Z,6.765,0,0
2015-01-06T06:00:00Z,6.77,0,0
2015-01-06T07:00:00Z,6.778,0,0
2015-01-06T08:00:00Z,6.795,0.1062,5.1431
2015-01-06T09:00:00Z,6.914,1.3448,34.0188
2015-01-06T10:00:00Z,7.02,6.134,76.1128
2015-01-06T11:00:00Z,7.047,13.3361,104.3044
2015-01-06T12:00:00Z,7.044,23.1203,116.0297
2015-01-06T13:00:00Z,6.837,26.1206,103.5501
2015-01-06T14:00:00Z,6.269,14.6158,69.1917
2015-01-06T15:00:00Z,5.145,2.4022,20.3057
2015-01-06T16:00:00Z,3.669,0.0035,0.0621
2015-01-06T17:00:00Z,2.832,0,0
2015-01-06T18:00:00Z,2.419,0,0
2015-01-06T19:00:00Z,2.284,0,0
2015-01-06T20:00:00Z,2.282,0,0
2015-01-06T21:00:00Z,2.354,0,0
2015-01-06T22:00:00Z,2.54,0,0
2015-01-06T23:00:00Z,2.634,0,0
2015-01-07T00:00:00Z,2.672,0,0
2015-01-07T01:00:00Z,2.6,0,0
2015-01-07T02:00:00Z,2.687,0,0
2015-01-07T03:00:00Z,2.94,0,0
2015-01-07T04:00:00Z,3.223,0,0
2015-01-07T05:00:00Z,3.412,0,0
2015-01-07T06:00:00Z,3.608,0,0
2015-01-07T07:00:00Z,3.793,0,0.0001
2015-01-07T08:00:00Z,4.239,0.2125,7.7464
2015-01-07T09:00:00Z,5.003,0.9395,32.3687
2015-01-07T10:00:00Z,5.75,2.0128,58.3215
2015-01-07T11:00:00Z,6.441,2.3834,69.7984
2015-01-07T12:00:00Z,6.999,2.088,67.4512
2015-01-07T13:00:00Z,7.362,1.4358,53.6371
2015-01-07T14:00:00Z,7.552,0.7762,33.4026
2015-01-07T15:00:00Z,7.602,0.2009,10.2589
2015-01-07T16:00:00Z,7.627,0.0001,0.0146
2015-01-07T17:00:00Z,7.799,0,0
2015-01-07T18:00:00Z,8.02,0,0
2015-01-07T19:00:00Z,8.238,0,0
2015-01-07T20:00:00Z,8.436,0,0
2015-01-07T21:00:00Z,8.569,0,0
2015-01-07T22:00:00Z,8.634,0,0
2015-01-07T23:00:00Z,8.636,0,0
2015-01-08T00:00:00Z,8.582,0,0
2015-01-08T01:00:00Z,8.491,0,0
2015-01-08T02:00:00Z,8.333,0,0
2015-01-08T03:00:00Z,8.099,0,0
2015-01-08T04:00:00Z,7.862,0,0
2015-01-08T05:00:00Z,7.537,0,0
2015-01-08T06:00:00Z,7.208,0,0
2015-01-08T07:00:00Z,7.006,0,0
2015-01-08T08:00:00Z,6.856,0.0707,4.4111
2015-01-08T09:00:00Z,6.881,0.619,25.5906
2015-01-08T10:00:00Z,6.918,2.6075,59.9313
2015-01-08T11:00:00Z,6.933,8.5581,96.8881
2015-01-08T12:00:00Z,7.086,20.9406,116.7721
2015-01-08T13:00:00Z,7.196,36.7718,108.001
2015-01-08T14:00:00Z,6.895,25.7675,74.1743
2015-01-08T15:00:00Z,5.845,3.7726,23.9186
2015-01-08T16:00:00Z,4.694,0.0012,0.0464
2015-01-08T17:00:00Z,4.619,0,0
2015-01-08T18:00:00Z,4.703,0,0
2015-01-08T19:00:00Z,4.804,0,0
2015-01-08T20:00:00Z,4.919,0,0
2015-01-08T21:00:00Z,5.111,0,0
2015-01-08T22:00:00Z,5.4,0,0
2015-01-08T23:00:00Z,5.846,0,0
2015-01-09T00:00:00Z,6.581,0,0
2015-01-09T01:00:00Z,7.367,0,0
2015-01-09T02:00:00Z,7.949,0,0
2015-01-09T03:00:00Z,8.527,0,0
2015-01-09T04:00:00Z,8.766,0,0
2015-01-09T05:00:00Z,8.685,0,0
2015-01-09T06:00:00Z,8.481,0,0
2015-01-09T07:00:00Z,8.282,0,0.0004
2015-01-09T08:00:00Z,8.128,0.7269,11.6173
2015-01-09T09:00:00Z,8.268,8.0146,58.2735
2015-01-09T10:00:00Z,8.608,18.2333,98.3303
2015-01-09T11:00:00Z,8.877,11.0139,103.3379
2015-01-09T12:00:00Z,9.033,5.3646,85.4751
2015-01-09T13:00:00Z,9.369,8.4123,90.6196
2015-01-09T14:00:00Z,9.725,2.9065,51.3569
2015-01-09T15:00:00Z,10.265,0.2987,11.3532
2015-01-09T16:00:00Z,11.068,0.0012,0.0576
2015-01-09T17:00:00Z,11.787,0,0
2015-01-09T18:00:00Z,12.171,0,0
2015-01-09T19:00:00Z,12.267,0,0
2015-01-09T20:00:00Z,12.211,0,0
2015-01-09T21:00:00Z,12.044,0,0
2015-01-09T22:00:00Z,11.799,0,0
2015-01-09T23:00:00Z,11.568,0,0
2015-01-10T00:00:00Z,11.381,0,0
2015-01-10T01:00:00Z,11.202,0,0
2015-01-10T02:00:00Z,11.025,0,0
2015-01-10T03:00:00Z,10.86,0,0
2015-01-10T04:00:00Z,10.73,0,0
2015-01-10T05:00:00Z,10.735,0,0
2015-01-10T06:00:00Z,10.61,0,0
2015-01-10T07:00:00Z,9.941,0,0.0001
2015-01-10T08:00:00Z,8.941,0.1482,6.1978
2015-01-10T09:00:00Z,8.096,2.6768,42.8569
2015-01-10T10:00:00Z,7.288,20.2535,96.3849
2015-01-10T11:00:00Z,6.604,55.1384,119.2656
2015-01-10T12:00:00Z,6.235,62.5543,118.6908
2015-01-10T13:00:00Z,5.787,58.9065,103.1462
2015-01-10T14:00:00Z,5.249,29.0653,73.7552
2015-01-10T15:00:00Z,4.51,3.3341,23.4694
2015-01-10T16:00:00Z,3.779,0.0066,0.116
2015-01-10T17:00:00Z,3.389,0,0
2015-01-10T18:00:00Z,3.091,0,0
2015-01-10T19:00:00Z,2.912,0,0
2015-01-10T20:00:00Z,2.797,0,0
2015-01-10T21:00:00Z,2.694,0,0
2015-01-10T22:00:00Z,2.655,0,0
2015-01-10T23:00:00Z,2.663,0,0
2015-01-11T00:00:00Z,2.672,0,0
2015-01-11T01:00:00Z,2.671,0,0
2015-01-11T02:00:00Z,2.717,0,0
2015-01-11T03:00:00Z,2.782,0,0
2015-01-11T04:00:00Z,2.838,0,0
2015-01-11T05:00:00Z,2.877,0,0
2015-01-11T06:00:00Z,2.894,0,0
2015-01-11T07:00:00Z,2.91,0.0001,0.0016
2015-01-11T08:00:00Z,3.06,1.8498,15.7473
2015-01-11T09:00:00Z,3.801,15.8045,66.228
2015-01-11T10:00:00Z,4.712,18.1379,98.5037
2015-01-11T11:00:00Z,5.441,14.4538,111.2807
2015-01-11T12:00:00Z,5.806,6.6507,94.2302
2015-01-11T13:00:00Z,5.868,2.2311,59.9862
2015-01-11T14:00:00Z,5.905,1.2679,39.1861
2015-01-11T15:00:00Z,5.876,0.4389,14.3454
2015-01-11T16:00:00Z,5.791,0.0011,0.0635
2015-01-11T17:00:00Z,5.825,0,0
2015-01-11T18:00:00Z,5.901,0,0
2015-01-11T19:00:00Z,5.997,0,0
2015-01-11T20:00:00Z,6.124,0,0
2015-01-11T21:00:00Z,6.288,0,0
2015-01-11T22:00:00Z,6.452,0,0
2015-01-11T23:00:00Z,6.607,0,0
2015-01-12T00:00:00Z,6.733,0,0
2015-01-12T01:00:00Z,6.838,0,0
2015-01-12T02:00:00Z,6.973,0,0
2015-01-12T03:00:00Z,7.185,0,0
2015-01-12T04:00:00Z,7.441,0,0
2015-01-12T05:00:00Z,7.758,0,0
2015-01-12T06:00:00Z,8.018,0,0
2015-01-12T07:00:00Z,8.133,0,0.0001
2015-01-12T08:00:00Z,8.275,0.0617,4.8924
2015-01-12T09:00:00Z,8.504,0.5247,27.0873
2015-01-12T10:00:00Z,8.619,1.5635,55.3005
2015-01-12T11:00:00Z,8.59,3.1843,80.2303
2015-01-12T12:00:00Z,8.5,4.1296,88.248
2015-01-12T13:00:00Z,8.315,3.491,76.9505
2015-01-12T14:00:00Z,7.939,1.1618,41.2573
2015-01-12T15:00:00Z,7.414,0.2055,11.5069
2015-01-12T16:00:00Z,6.918,0.0002,0.0278
2015-01-12T17:00:00Z,6.683,0,0
2015-01-12T18:00:00Z,6.699,0,0
2015-01-12T19:00:00Z,6.731,0,0
2015-01-12T20:00:00Z,6.742,0,0
2015-01-12T21:00:00Z,6.707,0,0
2015-01-12T22:00:00Z,6.619,0,0
2015-01-12T23:00:00Z,6.515,0,0
2015-01-13T00:00:00Z,6.327,0,0
2015-01-13T01:00:00Z,6.009,0,0
2015-01-13T02:00:00Z,5.623,0,0
2015-01-13T03:00:00Z,5.296,0,0
2015-01-13T04:00:00Z,5.018,0,0
2015-01-13T05:00:00Z,4.683,0,0
2015-01-13T06:00:00Z,4.262,0,0
2015-01-13T07:00:00Z,3.795,0,0.001
2015-01-13T08:00:00Z,3.621,0.4214,11.0471
2015-01-13T09:00:00Z,4.157,5.9473,57.7508
2015-01-13T10:00:00Z,4.663,18.6782,101.4359
2015-01-13T11:00:00Z,5.039,25.622,122.6721
2015-01-13T12:00:00Z,5.19,23.4823,123.5135
2015-01-13T13:00:00Z,5.09,13.9735,101.9616
2015-01-13T14:00:00Z,4.672,4.641,60.7028
2015-01-13T15:00:00Z,4.11,0.5732,16.2086
2015-01-13T16:00:00Z,3.612,0.0022,0.1105
2015-01-13T17:00:00Z,3.231,0,0
2015-01-13T18:00:00Z,2.832,0,0
2015-01-13T19:00:00Z,2.427,0,0
2015-01-13T20:00:00Z,2.115,0,0
2015-01-13T21:00:00Z,1.899,0,0
2015-01-13T22:00:00Z,1.737,0,0
2015-01-13T23:00:00Z,1.648,0,0
2015-01-14T00:00:00Z,1.634,0,0
2015-01-14T01:00:00Z,1.621,0,0
2015-01-14T02:00:00Z,1.554,0,0
2015-01-14T03:00:00Z,1.473,0,0
2015-01-14T04:00:00Z,1.433,0,0
2015-01-14T05:00:00Z,1.469,0,0
2015-01-14T06:00:00Z,1.477,0,0
2015-01-14T07:00:00Z,1.399,0.0001,0.005
2015-01-14T08:00:00Z,1.42,0.3762,10.2527
2015-01-14T09:00:00Z,1.866,8.0311,60.583
2015-01-14T10:00:00Z,2.66,37.7497,105.1113
2015-01-14T11:00:00Z,3.554,75.9055,119.5531
2015-01-14T12:00:00Z,4.203,89.0123,118.2238
2015-01-14T13:00:00Z,4.427,55.5363,110.541
2015-01-14T14:00:00Z,4.202,11.4123,72.577
2015-01-14T15:00:00Z,3.84,0.5696,15.7924
2015-01-14T16:00:00Z,3.838,0.0011,0.0766
2015-01-14T17:00:00Z,4.209,0,0
2015-01-14T18:00:00Z,4.759,0,0
2015-01-14T19:00:00Z,5.422,0,0
2015-01-14T20:00:00Z,6.16,0,0
2015-01-14T21:00:00Z,6.844,0,0
2015-01-14T22:00:00Z,7.348,0,0
2015-01-14T23:00:00Z,7.761,0,0
2015-01-15T00:00:00Z,8.239,0,0
2015-01-15T01:00:00Z,8.42,0,0
2015-01-15T02:00:00Z,8.007,0,0
2015-01-15T03:00:00Z,7.32,0,0
2015-01-15T04:00:00Z,6.7,0,0
2015-01-15T05:00:00Z,6.08,0,0
2015-01-15T06:00:00Z,5.484,0,0
2015-01-15T07:00:00Z,5.067,0.0001,0.004
2015-01-15T08:00:00Z,4.954,1.1999,16.4048
2015-01-15T09:00:00Z,5.366,11.2809,66.4325
2015-01-15T10:00:00Z,5.899,23.2953,104.9806
2015-01-15T11:00:00Z,6.262,25.8502,123.6843
2015-01-15T12:00:00Z,6.268,20.6127,121.8359
2015-01-15T13:00:00Z,5.988,12.9888,101.0015
2015-01-15T14:00:00Z,5.527,6.1811,65.7537
2015-01-15T15:00:00Z,4.961,1.4656,23.2527
2015-01-15T16:00:00Z,4.421,0.0063,0.2181
2015-01-15T17:00:00Z,4.155,0,0
2015-01-15T18:00:00Z,4.053,0,0
2015-01-15T19:00:00Z,4.025,0,0
2015-01-15T20:00:00Z,4.012,0,0
2015-01-15T21:00:00Z,3.963,0,0
2015-01-15T22:00:00Z,3.87,0,0
2015-01-15T23:00:00Z,3.758,0,0
2015-01-16T00:00:00Z,3.622,0,0
2015-01-16T01:00:00Z,3.478,0,0
2015-01-16T02:00:00Z,3.249,0,0
2015-01-16T03:00:00Z,2.93,0,0
2015-01-16T04:00:00Z,2.593,0,0
2015-01-16T05:00:00Z,2.363,0,0
2015-01-16T06:00:00Z,2.14,0,0
2015-01-16T07:00:00Z,1.956,0.0012,0.0314
2015-01-16T08:00:00Z,2.009,0.8003,14.2407
2015-01-16T09:00:00Z,2.672,6.8088,59.7328
2015-01-16T10:00:00Z,3.375,23.3239,104.0404
2015-01-16T11:00:00Z,4.04,44.8681,127.5578
2015-01-16T12:00:00Z,4.374,46.8522,129.5487
2015-01-16T13:00:00Z,4.318,31.1648,112.4401
2015-01-16T14:00:00Z,3.891,14.7788,77.1111
2015-01-16T15:00:00Z,2.773,2.8617,27.6549
2015-01-16T16:00:00Z,1.58,0.0162,0.3483
2015-01-16T17:00:00Z,1.212,0,0
2015-01-16T18:00:00Z,0.874,0,0
2015-01-16T19:00:00Z,0.459,0,0
2015-01-16T20:00:00Z,0.057,0,0
2015-01-16T21:00:00Z,-0.306,0,0
2015-01-16T22:00:00Z,-0.606,0,0
2015-01-16T23:00:00Z,-0.817,0,0
2015-01-17T00:00:00Z,-0.908,0,0
2015-01-17T01:00:00Z,-0.857,0,0
2015-01-17T02:00:00Z,-0.741,0,0
2015-01-17T03:00:00Z,-0.611,0,0
2015-01-17T04:00:00Z,-0.524,0,0
2015-01-17T05:00:00Z,-0.332,0,0
2015-01-17T06:00:00Z,-0.026,0,0
2015-01-17T07:00:00Z,0.323,0.0027,0.0578
2015-01-17T08:00:00Z,0.842,0.9554,16.3896
2015-01-17T09:00:00Z,1.661,3.8121,54.4282
2015-01-17T10:00:00Z,2.469,8.0154,89.6635
2015-01-17T11:00:00Z,3.147,12.5384,113.5905
2015-01-17T12:00:00Z,3.587,13.2429,116.1724
2015-01-17T13:00:00Z,3.766,11.6338,102.8253
2015-01-17T14:00:00Z,3.607,5.511,67.0574
2015-01-17T15:00:00Z,2.88,0.8964,21.3382
2015-01-17T16:00:00Z,2.174,0.0041,0.2256
2015-01-17T17:00:00Z,2.079,0,0
2015-01-17T18:00:00Z,1.923,0,0
2015-01-17T19:00:00Z,1.819,0,0
2015-01-17T20:00:00Z,1.705,0,0
2015-01-17T21:00:00Z,1.587,0,0
2015-01-17T22:00:00Z,1.501,0,0
2015-01-17T23:00:00Z,1.449,0,0
2015-01-18T00:00:00Z,1.418,0,0
2015-01-18T01:00:00Z,1.414,0,0
2015-01-18T02:00:00Z,1.369,0,0
2015-01-18T03:00:00Z,1.29,0,0
2015-01-18T04:00:00Z,1.116,0,0
2015-01-18T05:00:00Z,0.821,0,0
2015-01-18T06:00:00Z,0.54,0,0
2015-01-18T07:00:00Z,0.306,0.0004,0.0238
2015-01-18T08:00:00Z,0.315,0.8797,15.9655
2015-01-18T09:00:00Z,0.915,7.2507,62.1857
2015-01-18T10:00:00Z,1.684,21.9932,105.0105
2015-01-18T11:00:00Z,2.421,44.653,129.3645
2015-01-18T12:00:00Z,2.972,59.8425,130.4773
2015-01-18T13:00:00Z,3.204,57.9151,114.5494
2015-01-18T14:00:00Z,2.98,29.906,83.535
2015-01-18T15:00:00Z,1.874,5.5888,33.4035
2015-01-18T16:00:00Z,0.659,0.0364,0.5908
2015-01-18T17:00:00Z,0.268,0,0
2015-01-18T18:00:00Z,-0.052,0,0
2015-01-18T19:00:00Z,-0.26,0,0
2015-01-18T20:00:00Z,-0.311,0,0
2015-01-18T21:00:00Z,-0.299,0,0
2015-01-18T22:00:00Z,-0.239,0,0
2015-01-18T23:00:00Z,-0.242,0,0
2015-01-19T00:00:00Z,-0.365,0,0
2015-01-19T01:00:00Z,-0.527,0,0
2015-01-19T02:00:00Z,-0.754,0,0
2015-01-19T03:00:00Z,-0.939,0,0
2015-01-19T04:00:00Z,-1.017,0,0
2015-01-19T05:00:00Z,-1.08,0,0
2015-01-19T06:00:00Z,-1.141,0,0
2015-01-19T07:00:00Z,-1.145,0.0038,0.0915
2015-01-19T08:00:00Z,-0.832,2.2152,20.8494
2015-01-19T09:00:00Z,0.061,16.9282,71.6763
2015-01-19T10:00:00Z,1.04,46.1165,109.1419
2015-01-19T11:00:00Z,1.851,74.0473,125.1529
2015-01-19T12:00:00Z,2.404,80.8422,126.055
2015-01-19T13:00:00Z,2.547,55.7989,114.8417
2015-01-19T14:00:00Z,2.274,22.5042,82.8299
2015-01-19T15:00:00Z,1.074,3.8239,31.7767
2015-01-19T16:00:00Z,0.027,0.0243,0.571
2015-01-19T17:00:00Z,-0.111,0,0
2015-01-19T18:00:00Z,-0.093,0,0
2015-01-19T19:00:00Z,-0.047,0,0
2015-01-19T20:00:00Z,-0.05,0,0
2015-01-19T21:00:00Z,-0.193,0,0
2015-01-19T22:00:00Z,-0.483,0,0
2015-01-19T23:00:00Z,-0.786,0,0
2015-01-20T00:00:00Z,-1.034,0,0
2015-01-20T01:00:00Z,-1.172,0,0
2015-01-20T02:00:00Z,-1.263,0,0
2015-01-20T03:00:00Z,-1.217,0,0
2015-01-20T04:00:00Z,-1.202,0,0
2015-01-20T05:00:00Z,-1.186,0,0
2015-01-20T06:00:00Z,-1.162,0,0
2015-01-20T07:00:00Z,-1.143,0.0036,0.1114
2015-01-20T08:00:00Z,-0.729,1.7952,21.1478
2015-01-20T09:00:00Z,0.348,11.8239,70.9038
2015-01-20T10:00:00Z,1.276,34.8389,113.3679
2015-01-20T11:00:00Z,2.05,52.499,133.634
2015-01-20T12:00:00Z,2.501,50.0776,136.1965
2015-01-20T13:00:00Z,2.565,29.5684,118.2433
2015-01-20T14:00:00Z,2.227,10.7729,78.0355
2015-01-20T15:00:00Z,1.331,1.7441,27.5328
2015-01-20T16:00:00Z,0.782,0.0113,0.4741
2015-01-20T17:00:00Z,1.016,0,0
2015-01-20T18:00:00Z,1.13,0,0
2015-01-20T19:00:00Z,1.173,0,0
2015-01-20T20:00:00Z,1.18,0,0
2015-01-20T21:00:00Z,1.243,0,0
2015-01-20T22:00:00Z,1.306,0,0
2015-01-20T23:00:00Z,1.348,0,0
2015-01-21T00:00:00Z,1.399,0,0
2015-01-21T01:00:00Z,1.431,0,0
2015-01-21T02:00:00Z,1.444,0,0
2015-01-21T03:00:00Z,1.424,0,0
2015-01-21T04:00:00Z,1.388,0,0
2015-01-21T05:00:00Z,1.367,0,0
2015-01-21T06:00:00Z,1.332,0,0
2015-01-21T07:00:00Z,1.279,0.0022,0.1165
2015-01-21T08:00:00Z,1.396,0.4277,14.5084
2015-01-21T09:00:00Z,1.824,2.5185,52.5163
2015-01-21T10:00:00Z,2.298,6.2725,90.3093
2015-01-21T11:00:00Z,2.68,9.0223,111.9431
2015-01-21T12:00:00Z,2.88,8.2898,110.7756
2015-01-21T13:00:00Z,2.879,5.9058,92.7507
2015-01-21T14:00:00Z,2.617,2.8689,60.0984
2015-01-21T15:00:00Z,1.966,0.6721,21.8905
2015-01-21T16:00:00Z,1.179,0.0102,0.561
2015-01-21T17:00:00Z,0.906,0,0
2015-01-21T18:00:00Z,0.718,0,0
2015-01-21T19:00:00Z,0.577,0,0
2015-01-21T20:00:00Z,0.467,0,0
2015-01-21T21:00:00Z,0.336,0,0
2015-01-21T22:00:00Z,0.184,0,0
2015-01-21T23:00:00Z,0.042,0,0
2015-01-22T00:00:00Z,-0.05,0,0
2015-01-22T01:00:00Z,-0.135,0,0
2015-01-22T02:00:00Z,-0.218,0,0
2015-01-22T03:00:00Z,-0.28,0,0
2015-01-22T04:00:00Z,-0.381,0,0
2015-01-22T05:00:00Z,-0.474,0,0
2015-01-22T06:00:00Z,-0.554,0,0
2015-01-22T07:00:00Z,-0.624,0.014,0.2494
2015-01-22T08:00:00Z,-0.149,4.0461,26.1244
2015-01-22T09:00:00Z,1.071,27.2808,77.0052
2015-01-22T10:00:00Z,2.046,65.1128,108.9185
2015-01-22T11:00:00Z,2.875,95.7486,122.3326
2015-01-22T12:00:00Z,3.215,87.6543,126.6855
2015-01-22T13:00:00Z,3.246,67.2906,115.4096
2015-01-22T14:00:00Z,2.926,37.3273,87.1079
2015-01-22T15:00:00Z,1.752,8.2577,39.3669
2015-01-22T16:00:00Z,0.423,0.0896,1.2679
2015-01-22T17:00:00Z,-0.044,0,0
2015-01-22T18:00:00Z,-0.356,0,0
2015-01-22T19:00:00Z,-0.593,0,0
2015-01-22T20:00:00Z,-0.745,0,0
2015-01-22T21:00:00Z,-0.91,0,0
2015-01-22T22:00:00Z,-1.116,0,0
2015-01-22T23:00:00Z,-1.289,0,0
2015-01-23T00:00:00Z,-1.391,0,0
2015-01-23T01:00:00Z,-1.418,0,0
2015-01-23T02:00:00Z,-1.376,0,0
2015-01-23T03:00:00Z,-1.348,0,0
2015-01-23T04:00:00Z,-1.344,0,0
2015-01-23T05:00:00Z,-1.262,0,0
2015-01-23T06:00:00Z,-1.172,0,0
2015-01-23T07:00:00Z,-1.075,0.0364,0.4159
2015-01-23T08:00:00Z,-0.527,5.7687,29.3477
2015-01-23T09:00:00Z,0.635,32.5287,80.2581
2015-01-23T10:00:00Z,1.791,66.1078,113.574
2015-01-23T11:00:00Z,2.717,67.0914,134.4121
2015-01-23T12:00:00Z,3.324,52.0264,138.8263
2015-01-23T13:00:00Z,3.618,28.2912,120.266
2015-01-23T14:00:00Z,3.532,10.1353,79.4008
2015-01-23T15:00:00Z,3.036,1.6053,28.309
2015-01-23T16:00:00Z,2.741,0.0248,0.9068
2015-01-23T17:00:00Z,3.014,0,0
2015-01-23T18:00:00Z,3.405,0,0
