utc_timestamp,GB_GBN_load_actual_tso,GB_GBN_load_forecast_entsoe_transparency,GB_GBN_price_day_ahead,GB_GBN_solar_capacity,GB_GBN_solar_generation_actual
2015-01-01T00:00:00Z,29058,31822,0,2669,0
2015-01-01T01:00:00Z,28663,31738,0,2669,0
2015-01-01T02:00:00Z,26626,30690,0,2669,0
2015-01-01T03:00:00Z,24778,28442,0,2669,0
2015-01-01T04:00:00Z,23212,25978,0,2669,0
2015-01-01T05:00:00Z,22751,24645,0,2669,0
2015-01-01T06:00:00Z,23292,25096,0,2669,0
2015-01-01T07:00:00Z,23712,25534,0,2669,0
2015-01-01T08:00:00Z,24528,26746,0,2669,23
2015-01-01T09:00:00Z,27102,29752,0,2669,102
2015-01-01T10:00:00Z,30054,33188,0,2669,178
2015-01-01T11:00:00Z,32382,35837,0,2669,368
2015-01-01T12:00:00Z,33930,37486,0,2669,560
2015-01-01T13:00:00Z,34249,37367,0,2669,476
2015-01-01T14:00:00Z,34244,37061,0,2669,399
2015-01-01T15:00:00Z,34916,37951,0,2669,476
2015-01-01T16:00:00Z,37424,40614,0,2669,804
2015-01-01T17:00:00Z,38506,41308,0,2669,1585
2015-01-01T18:00:00Z,37202,39920,0,2669,1230
2015-01-01T19:00:00Z,35424,38526,0,2669,1248
2015-01-01T20:00:00Z,33504,36724,0,2669,1201
2015-01-01T21:00:00Z,30940,33896,0,2669,583
2015-01-01T22:00:00Z,28706,30553,0,2669,284
2015-01-01T23:00:00Z,25986,27752,29.51,2669,0
2015-01-02T00:00:00Z,25284,28598,27.94,2682,0
2015-01-02T01:00:00Z,24618,27758,25.5,2682,0
2015-01-02T02:00:00Z,23634,27438,20.92,2682,0
2015-01-02T03:00:00Z,22658,26216,17.38,2682,0
2015-01-02T04:00:00Z,21988,25318,19.85,2682,0
2015-01-02T05:00:00Z,22617,26560,20.67,2682,0
2015-01-02T06:00:00Z,25345,30444,25.36,2682,0
2015-01-02T07:00:00Z,28573,34266,32,2682,206
2015-01-02T08:00:00Z,31410,37194,35.09,2682,468
2015-01-02T09:00:00Z,34046,39104,39.34,2682,1206
2015-01-02T10:00:00Z,34946,39780,37.45,2682,1985
2015-01-02T11:00:00Z,35370,40341,39.73,2682,2437
2015-01-02T12:00:00Z,35366,40889,44.07,2682,2385
2015-01-02T13:00:00Z,35280,40898,39.82,2682,2002
2015-01-02T14:00:00Z,35830,40376,36.54,2682,1452
2015-01-02T15:00:00Z,37184,41540,36.52,2682,580
2015-01-02T16:00:00Z,41868,45532,47.97,2682,1098
2015-01-02T17:00:00Z,44677,46954,80,2682,1491
2015-01-02T18:00:00Z,43752,45762,56.72,2682,1106
2015-01-02T19:00:00Z,41456,43550,37.13,2682,496
2015-01-02T20:00:00Z,38576,40991,44.52,2682,478
2015-01-02T21:00:00Z,35636,37734,37.09,2682,407
2015-01-02T22:00:00Z,32479,34360,36.86,2682,382
2015-01-02T23:00:00Z,29461,31366,35.77,2682,29
2015-01-03T00:00:00Z,28302,30560,35.94,2740,0
2015-01-03T01:00:00Z,27608,29844,35.65,2740,0
2015-01-03T02:00:00Z,26248,28894,33.02,2740,0
2015-01-03T03:00:00Z,25167,27598,32,2740,0
2015-01-03T04:00:00Z,24327,26360,31.72,2740,0
2015-01-03T05:00:00Z,24596,26866,35.93,2740,0
2015-01-03T06:00:00Z,26542,28752,35.95,2740,0
2015-01-03T07:00:00Z,28860,31010,36.03,2740,45
2015-01-03T08:00:00Z,32134,34402,37.42,2740,348
2015-01-03T09:00:00Z,35946,37506,39.93,2740,620
2015-01-03T10:00:00Z,38309,39054,45.05,2740,534
2015-01-03T11:00:00Z,39324,39458,44.96,2740,724
2015-01-03T12:00:00Z,39662,39620,44.91,2740,868
2015-01-03T13:00:00Z,39131,39650,41.59,2740,780
2015-01-03T14:00:00Z,38478,39572,36.57,2740,664
2015-01-03T15:00:00Z,38739,40464,40.65,2740,415
2015-01-03T16:00:00Z,42154,44098,57.92,2740,476
2015-01-03T17:00:00Z,44970,45684,74.34,2740,1329
2015-01-03T18:00:00Z,44052,44506,57.13,2740,772
2015-01-03T19:00:00Z,41741,42400,42.03,2740,825
2015-01-03T20:00:00Z,39174,40146,44.02,2740,388
2015-01-03T21:00:00Z,36478,37217,44.04,2740,451
2015-01-03T22:00:00Z,33872,34085,36.58,2740,311
2015-01-03T23:00:00Z,31176,31152,40.01,2740,56
2015-01-04T00:00:00Z,30310,30824,40.01,2749,231
2015-01-04T01:00:00Z,29416,29987,51.46,2749,0
2015-01-04T02:00:00Z,28097,29122,36.07,2749,0
2015-01-04T03:00:00Z,27064,27866,35.38,2749,0
2015-01-04T04:00:00Z,26238,26854,32.29,2749,0
2015-01-04T05:00:00Z,26122,26824,32.1,2749,0
2015-01-04T06:00:00Z,27068,27818,34,2749,0
2015-01-04T07:00:00Z,28256,29049,31.97,2749,0
2015-01-04T08:00:00Z,30451,31485,35.37,2749,100
2015-01-04T09:00:00Z,34098,35388,36.59,2749,823
2015-01-04T10:00:00Z,37046,38200,38.89,2749,1394
2015-01-04T11:00:00Z,38685,39311,47.09,2749,1715
2015-01-04T12:00:00Z,39642,39720,54.05,2749,1524
2015-01-04T13:00:00Z,39564,39822,49.9,2749,1228
2015-01-04T14:00:00Z,39692,39922,38.51,2749,893
2015-01-04T15:00:00Z,40782,41844,37.02,2749,451
2015-01-04T16:00:00Z,44406,46124,56.69,2749,576
2015-01-04T17:00:00Z,46201,47562,79.98,2749,875
2015-01-04T18:00:00Z,45041,46304,54.92,2749,536
2015-01-04T19:00:00Z,42987,44237,45.96,2749,761
2015-01-04T20:00:00Z,40384,42036,41,2749,376
2015-01-04T21:00:00Z,37088,38468,40.98,2749,567
2015-01-04T22:00:00Z,33544,34567,35.91,2749,558
2015-01-04T23:00:00Z,29838,30930,36.58,2749,0
2015-01-05T00:00:00Z,29042,30294,36.55,2751,0
2015-01-05T01:00:00Z,28702,29722,36.07,2751,0
2015-01-05T02:00:00Z,27944,28866,35.5,2751,0
2015-01-05T03:00:00Z,27237,27822,34.29,2751,0
2015-01-05T04:00:00Z,26534,27502,30.43,2751,0
2015-01-05T05:00:00Z,27838,29662,35.18,2751,0
2015-01-05T06:00:00Z,33303,36440,38.51,2751,0
2015-01-05T07:00:00Z,39922,42633,41.12,2751,287
2015-01-05T08:00:00Z,42589,44296,43.25,2751,438
2015-01-05T09:00:00Z,44093,45226,51.46,2751,804
2015-01-05T10:00:00Z,44748,45610,51.21,2751,1214
2015-01-05T11:00:00Z,45121,46080,42.98,2751,1202
2015-01-05T12:00:00Z,45358,46466,45.12,2751,1188
2015-01-05T13:00:00Z,45174,46532,37.48,2751,858
2015-01-05T14:00:00Z,45272,46425,37.06,2751,628
2015-01-05T15:00:00Z,45820,47318,37.06,2751,401
2015-01-05T16:00:00Z,48602,51091,54.97,2751,346
2015-01-05T17:00:00Z,49329,52064,90.73,2751,646
2015-01-05T18:00:00Z,48866,51148,58.51,2751,645
2015-01-05T19:00:00Z,46968,49166,42.43,2751,342
2015-01-05T20:00:00Z,43721,46425,36.58,2751,435
2015-01-05T21:00:00Z,39479,42146,38.98,2751,391
2015-01-05T22:00:00Z,34958,37308,36.05,2751,289
2015-01-05T23:00:00Z,30622,33208,36.01,2751,0
2015-01-06T00:00:00Z,29680,32014,36.02,2760,0
2015-01-06T01:00:00Z,29282,31044,35.49,2760,0
2015-01-06T02:00:00Z,28204,30632,32.91,2760,0
2015-01-06T03:00:00Z,27266,29484,30.12,2760,0
2015-01-06T04:00:00Z,26490,28412,29.78,2760,0
2015-01-06T05:00:00Z,27578,30320,33.47,2760,0
2015-01-06T06:00:00Z,33192,36719,38.96,2760,0
2015-01-06T07:00:00Z,40220,43014,37.78,2760,417
2015-01-06T08:00:00Z,42494,44125,38.81,2760,334
2015-01-06T09:00:00Z,43373,44949,40.95,2760,808
2015-01-06T10:00:00Z,43492,45319,43.94,2760,916
2015-01-06T11:00:00Z,43356,45644,42.34,2760,1438
2015-01-06T12:00:00Z,43184,45576,45.58,2760,1884
2015-01-06T13:00:00Z,42768,45696,44.57,2760,1870
2015-01-06T14:00:00Z,42776,45562,36.59,2760,1442
2015-01-06T15:00:00Z,43490,46578,36.53,2760,808
2015-01-06T16:00:00Z,47588,50674,51.2,2760,832
2015-01-06T17:00:00Z,49360,51579,75.92,2760,1313
2015-01-06T18:00:00Z,49222,50818,56.69,2760,1158
2015-01-06T19:00:00Z,47634,48804,43.47,2760,1123
2015-01-06T20:00:00Z,44584,46176,42.09,2760,479
2015-01-06T21:00:00Z,40521,41834,40.27,2760,415
2015-01-06T22:00:00Z,35870,37140,36.1,2760,307
2015-01-06T23:00:00Z,31592,33066,36.58,2760,0
2015-01-07T00:00:00Z,30725,32352,36.6,2765,0
2015-01-07T01:00:00Z,30154,31888,36.09,2765,0
2015-01-07T02:00:00Z,29086,31376,31.26,2765,0
2015-01-07T03:00:00Z,28164,29694,22.57,2765,0
2015-01-07T04:00:00Z,27230,28228,26.75,2765,0
2015-01-07T05:00:00Z,28154,30278,31.95,2765,0
2015-01-07T06:00:00Z,33625,37042,37.64,2765,0
2015-01-07T07:00:00Z,40742,43690,41.68,2765,335
2015-01-07T08:00:00Z,42418,44789,42.08,2765,397
2015-01-07T09:00:00Z,43335,45464,45.54,2765,794
2015-01-07T10:00:00Z,43674,45702,41.38,2765,813
2015-01-07T11:00:00Z,44030,46164,40.52,2765,943
2015-01-07T12:00:00Z,44341,46718,39.91,2765,796
2015-01-07T13:00:00Z,44122,46740,38.95,2765,692
2015-01-07T14:00:00Z,44133,46520,37,2765,482
2015-01-07T15:00:00Z,44717,47854,36.09,2765,433
2015-01-07T16:00:00Z,48570,51152,43.91,2765,621
2015-01-07T17:00:00Z,49570,51742,61.7,2765,735
2015-01-07T18:00:00Z,48342,51180,42.99,2765,312
2015-01-07T19:00:00Z,45960,49000,43.46,2765,400
2015-01-07T20:00:00Z,42857,45986,42.02,2765,362
2015-01-07T21:00:00Z,38632,41776,40.04,2765,348
2015-01-07T22:00:00Z,34378,37518,35.19,2765,242
2015-01-07T23:00:00Z,30197,33764,34.94,2765,0
2015-01-08T00:00:00Z,29070,31538,33.97,2781,0
2015-01-08T01:00:00Z,28766,31070,30,2781,0
2015-01-08T02:00:00Z,27771,30488,24.93,2781,0
2015-01-08T03:00:00Z,27037,29248,18.79,2781,0
2015-01-08T04:00:00Z,26410,28580,24.49,2781,0
2015-01-08T05:00:00Z,27876,30619,31.35,2781,0
2015-01-08T06:00:00Z,33480,37544,37.91,2781,0
2015-01-08T07:00:00Z,40734,44278,36.79,2781,627
2015-01-08T08:00:00Z,42896,45525,37.31,2781,635
2015-01-08T09:00:00Z,43824,46320,48.1,2781,988
2015-01-08T10:00:00Z,43872,46306,41.98,2781,1237
2015-01-08T11:00:00Z,43459,46798,47.18,2781,1782
2015-01-08T12:00:00Z,43026,47598,46.05,2781,2305
2015-01-08T13:00:00Z,42032,47960,41.52,2781,2201
2015-01-08T14:00:00Z,42080,47775,35.55,2781,1738
2015-01-08T15:00:00Z,42866,48927,35.1,2781,599
2015-01-08T16:00:00Z,46819,52048,49.96,2781,575
2015-01-08T17:00:00Z,48919,52562,70.49,2781,1276
2015-01-08T18:00:00Z,48458,52090,47.95,2781,707
2015-01-08T19:00:00Z,46440,50103,40.43,2781,753
2015-01-08T20:00:00Z,42912,47339,38.15,2781,724
2015-01-08T21:00:00Z,38552,43004,37.91,2781,543
2015-01-08T22:00:00Z,34300,38402,35.59,2781,196
2015-01-08T23:00:00Z,30479,34728,35.18,2781,83
2015-01-09T00:00:00Z,29271,32698,35.37,2788,0
2015-01-09T01:00:00Z,28722,31221,32.99,2788,0
2015-01-09T02:00:00Z,27743,30368,28.08,2788,0
2015-01-09T03:00:00Z,26940,28844,19.3,2788,0
2015-01-09T04:00:00Z,26142,28136,19.59,2788,0
2015-01-09T05:00:00Z,27262,29952,25.67,2788,0
2015-01-09T06:00:00Z,32576,36244,37.91,2788,128
2015-01-09T07:00:00Z,39577,42624,38.46,2788,697
2015-01-09T08:00:00Z,41450,43737,38,2788,646
2015-01-09T09:00:00Z,41678,44510,43.06,2788,883
2015-01-09T10:00:00Z,41172,44907,45.09,2788,1454
2015-01-09T11:00:00Z,40960,45244,49.98,2788,1634
2015-01-09T12:00:00Z,41234,45210,39.14,2788,1731
2015-01-09T13:00:00Z,41492,44996,35.59,2788,1230
2015-01-09T14:00:00Z,41992,44588,35.56,2788,876
2015-01-09T15:00:00Z,42618,44801,36.54,2788,552
2015-01-09T16:00:00Z,45840,48184,49.99,2788,1552
2015-01-09T17:00:00Z,47008,48948,59.97,2788,1628
2015-01-09T18:00:00Z,45599,47842,40.04,2788,1069
2015-01-09T19:00:00Z,42754,45287,39.99,2788,588
2015-01-09T20:00:00Z,39544,42526,37.38,2788,447
2015-01-09T21:00:00Z,35990,38718,36.91,2788,391
2015-01-09T22:00:00Z,32598,34949,35.07,2788,208
2015-01-09T23:00:00Z,29286,31678,34.99,2788,0
2015-01-10T00:00:00Z,28315,30898,33.71,2790,0
2015-01-10T01:00:00Z,27416,30186,32.93,2790,0
2015-01-10T02:00:00Z,25856,29050,28.99,2790,0
2015-01-10T03:00:00Z,24855,27108,20.3,2790,0
2015-01-10T04:00:00Z,23838,25982,16.35,2790,0
2015-01-10T05:00:00Z,24030,26386,15.77,2790,0
2015-01-10T06:00:00Z,26037,28670,23.64,2790,0
2015-01-10T07:00:00Z,28878,31698,25.99,2790,4
2015-01-10T08:00:00Z,32009,35278,30,2790,203
2015-01-10T09:00:00Z,34870,37930,37.81,2790,733
2015-01-10T10:00:00Z,36150,38921,38.64,2790,1044
2015-01-10T11:00:00Z,36699,39192,42.29,2790,1444
2015-01-10T12:00:00Z,36390,39320,39.1,2790,1613
2015-01-10T13:00:00Z,35704,39112,36.91,2790,1486
2015-01-10T14:00:00Z,35430,39185,35.99,2790,1116
2015-01-10T15:00:00Z,36170,39746,33.99,2790,586
2015-01-10T16:00:00Z,39796,43956,35.59,2790,390
2015-01-10T17:00:00Z,43299,46138,59.9,2790,1370
2015-01-10T18:00:00Z,42936,45045,46.97,2790,1150
2015-01-10T19:00:00Z,40192,42618,46.02,2790,452
2015-01-10T20:00:00Z,37445,40086,35.3,2790,662
2015-01-10T21:00:00Z,34889,37475,34,2790,511
2015-01-10T22:00:00Z,32375,35044,33.04,2790,196
2015-01-10T23:00:00Z,29646,32512,0,2790,0
2015-01-11T00:00:00Z,28752,31010,0,2792,0
2015-01-11T01:00:00Z,27746,30112,0,2792,0
2015-01-11T02:00:00Z,26256,28914,0,2792,0
2015-01-11T03:00:00Z,25162,27562,0,2792,0
2015-01-11T04:00:00Z,24145,26596,0,2792,0
2015-01-11T05:00:00Z,24022,26436,0,2792,0
2015-01-11T06:00:00Z,25163,27418,0,2792,0
2015-01-11T07:00:00Z,26772,28546,0,2792,0
2015-01-11T08:00:00Z,29296,31070,0,2792,214
2015-01-11T09:00:00Z,32831,34408,0,2792,992
2015-01-11T10:00:00Z,35268,37105,0,2792,1448
2015-01-11T11:00:00Z,36265,39143,0,2792,1595
2015-01-11T12:00:00Z,37377,40396,0,2792,1528
2015-01-11T13:00:00Z,37770,40272,0,2792,1032
2015-01-11T14:00:00Z,37962,40540,0,2792,666
2015-01-11T15:00:00Z,39098,41966,0,2792,413
2015-01-11T16:00:00Z,42452,45590,0,2792,716
2015-01-11T17:00:00Z,44352,46556,0,2792,1442
2015-01-11T18:00:00Z,43106,45400,0,2792,844
2015-01-11T19:00:00Z,40781,43628,0,2792,342
2015-01-11T20:00:00Z,38228,41206,0,2792,352
2015-01-11T21:00:00Z,34970,37769,0,2792,438
2015-01-11T22:00:00Z,31419,33972,0,2792,265
2015-01-11T23:00:00Z,27564,30481,30,2792,0
2015-01-12T00:00:00Z,26880,29732,29,2828,0
2015-01-12T01:00:00Z,26692,29426,20.7,2828,0
2015-01-12T02:00:00Z,25848,28677,20.71,2828,0
2015-01-12T03:00:00Z,25106,27868,15.06,2828,0
2015-01-12T04:00:00Z,24620,27138,15.11,2828,0
2015-01-12T05:00:00Z,26152,28582,25.88,2828,0
2015-01-12T06:00:00Z,31961,34178,35.96,2828,4
2015-01-12T07:00:00Z,39308,40986,36.6,2828,96
2015-01-12T08:00:00Z,41323,43672,41.1,2828,352
2015-01-12T09:00:00Z,42227,45115,36.17,2828,664
2015-01-12T10:00:00Z,42794,45624,41.24,2828,734
2015-01-12T11:00:00Z,43191,46010,46,2828,1041
2015-01-12T12:00:00Z,43416,46407,47.33,2828,1144
2015-01-12T13:00:00Z,43342,46252,45,2828,920
2015-01-12T14:00:00Z,43369,46087,44.9,2828,634
2015-01-12T15:00:00Z,44075,46133,41.84,2828,534
2015-01-12T16:00:00Z,47978,49353,49.98,2828,1353
2015-01-12T17:00:00Z,49770,50952,72.9,2828,1620
2015-01-12T18:00:00Z,48858,50118,47.96,2828,1157
2015-01-12T19:00:00Z,46364,48502,52.03,2828,715
2015-01-12T20:00:00Z,43111,45951,46.98,2828,652
2015-01-12T21:00:00Z,38834,42244,43.36,2828,352
2015-01-12T22:00:00Z,34404,37352,36.66,2828,204
2015-01-12T23:00:00Z,30164,32628,34.95,2828,0
2015-01-13T00:00:00Z,29354,32450,35.05,2828,0
2015-01-13T01:00:00Z,28951,32994,35.13,2828,0
2015-01-13T02:00:00Z,28174,32498,33.62,2828,0
2015-01-13T03:00:00Z,27414,31362,30.83,2828,0
2015-01-13T04:00:00Z,26680,30435,25.91,2828,0
2015-01-13T05:00:00Z,27906,32298,35.51,2828,0
2015-01-13T06:00:00Z,33662,38800,36.97,2828,89
2015-01-13T07:00:00Z,41017,44957,46.66,2828,888
2015-01-13T08:00:00Z,42705,46177,44.61,2828,676
2015-01-13T09:00:00Z,42933,46876,44.99,2828,1150
2015-01-13T10:00:00Z,42868,47247,49.04,2828,1516
2015-01-13T11:00:00Z,43301,47586,41.57,2828,1603
2015-01-13T12:00:00Z,43866,47702,39.99,2828,1560
2015-01-13T13:00:00Z,43823,47579,36.09,2828,1423
2015-01-13T14:00:00Z,43594,47713,36.26,2828,1218
2015-01-13T15:00:00Z,44022,48976,35.54,2828,588
2015-01-13T16:00:00Z,47346,53358,44.17,2828,852
2015-01-13T17:00:00Z,48967,54368,64.98,2828,1004
2015-01-13T18:00:00Z,48582,54484,44.97,2828,894
2015-01-13T19:00:00Z,47038,52491,53.25,2828,988
2015-01-13T20:00:00Z,44168,49178,39.92,2828,449
2015-01-13T21:00:00Z,40204,44788,36.11,2828,311
2015-01-13T22:00:00Z,36018,40032,34.78,2828,232
2015-01-13T23:00:00Z,31727,35932,34.47,2828,0
2015-01-14T00:00:00Z,30616,34356,34.54,2828,0
2015-01-14T01:00:00Z,30156,34154,34.2,2828,0
2015-01-14T02:00:00Z,29345,33626,27.93,2828,0
2015-01-14T03:00:00Z,28650,33028,24.51,2828,0
2015-01-14T04:00:00Z,28038,31579,22.91,2828,0
2015-01-14T05:00:00Z,29160,32552,28.91,2828,0
2015-01-14T06:00:00Z,34746,37958,36.63,2828,0
2015-01-14T07:00:00Z,42472,45210,38.49,2828,738
2015-01-14T08:00:00Z,44320,47293,42.14,2828,571
2015-01-14T09:00:00Z,44772,48110,42.93,2828,1250
2015-01-14T10:00:00Z,44128,48608,42.1,2828,1967
2015-01-14T11:00:00Z,43568,48930,41.52,2828,2464
2015-01-14T12:00:00Z,43634,48996,38.9,2828,2358
2015-01-14T13:00:00Z,43784,48722,38.95,2828,1699
2015-01-14T14:00:00Z,44164,48470,38.09,2828,1012
2015-01-14T15:00:00Z,44946,48448,35.99,2828,820
2015-01-14T16:00:00Z,48365,52295,47.2,2828,1076
2015-01-14T17:00:00Z,49506,54300,64.2,2828,1604
2015-01-14T18:00:00Z,48778,54088,47.6,2828,1064
2015-01-14T19:00:00Z,46751,52194,52.05,2828,481
2015-01-14T20:00:00Z,43675,49896,40.05,2828,326
2015-01-14T21:00:00Z,39698,46158,35.06,2828,318
2015-01-14T22:00:00Z,35024,41481,34.58,2828,73
2015-01-14T23:00:00Z,30890,37190,0,2828,0
2015-01-15T00:00:00Z,29724,34727,0,2830,0
2015-01-15T01:00:00Z,29171,33858,0,2830,0
2015-01-15T02:00:00Z,28222,33342,0,2830,0
2015-01-15T03:00:00Z,27448,32292,0,2830,0
2015-01-15T04:00:00Z,26562,31710,0,2830,0
2015-01-15T05:00:00Z,27737,33814,0,2830,0
2015-01-15T06:00:00Z,33406,40192,0,2830,0
2015-01-15T07:00:00Z,40738,46228,0,2830,484
2015-01-15T08:00:00Z,42574,47165,0,2830,561
2015-01-15T09:00:00Z,43018,47946,0,2830,933
2015-01-15T10:00:00Z,42883,48145,0,2830,1578
2015-01-15T11:00:00Z,42598,48616,0,2830,1758
2015-01-15T12:00:00Z,42486,48876,0,2830,1995
2015-01-15T13:00:00Z,42230,48932,0,2830,1943
2015-01-15T14:00:00Z,42096,48846,0,2830,1626
2015-01-15T15:00:00Z,42887,50014,0,2830,838
2015-01-15T16:00:00Z,46516,54065,0,2830,843
2015-01-15T17:00:00Z,49124,55400,0,2830,1416
2015-01-15T18:00:00Z,48501,55217,0,2830,730
2015-01-15T19:00:00Z,46435,53016,0,2830,956
2015-01-15T20:00:00Z,43550,49486,0,2830,641
2015-01-15T21:00:00Z,39408,44362,0,2830,383
2015-01-15T22:00:00Z,34807,38859,0,2830,146
2015-01-15T23:00:00Z,30821,34743,32.27,2830,0
2015-01-16T00:00:00Z,29718,32605,32.14,2830,0
2015-01-16T01:00:00Z,29417,32068,31.71,2830,0
2015-01-16T02:00:00Z,28730,31495,30.01,2830,0
2015-01-16T03:00:00Z,28220,30456,21.6,2830,0
2015-01-16T04:00:00Z,27692,29996,23.42,2830,0
2015-01-16T05:00:00Z,29062,31806,31.73,2830,0
2015-01-16T06:00:00Z,34694,38236,37.13,2830,0
2015-01-16T07:00:00Z,42193,44537,40.93,2830,427
2015-01-16T08:00:00Z,44205,45441,41.92,2830,432
2015-01-16T09:00:00Z,45106,46038,52.1,2830,930
2015-01-16T10:00:00Z,45120,46074,46.7,2830,1416
2015-01-16T11:00:00Z,44974,46360,49.08,2830,1696
2015-01-16T12:00:00Z,44414,46358,46.4,2830,1970
2015-01-16T13:00:00Z,43670,45916,42.1,2830,1753
2015-01-16T14:00:00Z,43360,45602,40.3,2830,1300
2015-01-16T15:00:00Z,43744,46026,36.02,2830,904
2015-01-16T16:00:00Z,47032,49724,41.56,2830,607
2015-01-16T17:00:00Z,49321,51314,69.05,2830,1233
2015-01-16T18:00:00Z,48974,50328,51.87,2830,931
2015-01-16T19:00:00Z,46824,47964,50,2830,563
2015-01-16T20:00:00Z,43778,44896,54.99,2830,416
2015-01-16T21:00:00Z,40172,40932,40.96,2830,412
2015-01-16T22:00:00Z,36524,37066,37.9,2830,265
2015-01-16T23:00:00Z,33082,33752,34.92,2830,0
2015-01-17T00:00:00Z,31892,33438,35.57,2830,0
2015-01-17T01:00:00Z,31130,32612,34.9,2830,0
2015-01-17T02:00:00Z,30110,31649,33.6,2830,0
2015-01-17T03:00:00Z,28990,30324,33.13,2830,0
2015-01-17T04:00:00Z,28073,29376,32.91,2830,0
2015-01-17T05:00:00Z,28151,29672,32.94,2830,0
2015-01-17T06:00:00Z,30177,32090,33.43,2830,0
2015-01-17T07:00:00Z,33367,34950,34.97,2830,173
2015-01-17T08:00:00Z,36972,38618,36.91,2830,652
2015-01-17T09:00:00Z,40207,41556,43.92,2830,894
2015-01-17T10:00:00Z,41354,42394,51.58,2830,1424
2015-01-17T11:00:00Z,41266,42430,49.94,2830,2060
2015-01-17T12:00:00Z,40768,42030,36.54,2830,2117
2015-01-17T13:00:00Z,40008,41006,36.56,2830,1933
2015-01-17T14:00:00Z,39836,40427,36.06,2830,1306
2015-01-17T15:00:00Z,40477,41022,34.41,2830,756
2015-01-17T16:00:00Z,43280,44932,44,2830,362
2015-01-17T17:00:00Z,47122,47416,74.96,2830,925
2015-01-17T18:00:00Z,46408,46293,59.19,2830,665
2015-01-17T19:00:00Z,43678,43740,44.97,2830,329
2015-01-17T20:00:00Z,40962,41442,42.21,2830,516
2015-01-17T21:00:00Z,38180,38416,38.98,2830,473
2015-01-17T22:00:00Z,35626,35418,38.95,2830,285
2015-01-17T23:00:00Z,32797,32644,40,2830,11
2015-01-18T00:00:00Z,31860,32439,39.06,2830,0
2015-01-18T01:00:00Z,31089,31453,38.25,2830,0
2015-01-18T02:00:00Z,29898,30288,37.13,2830,0
2015-01-18T03:00:00Z,28918,28934,33.59,2830,0
2015-01-18T04:00:00Z,27786,28044,33.07,2830,0
2015-01-18T05:00:00Z,27458,28200,33.06,2830,0
2015-01-18T06:00:00Z,28468,29552,33.07,2830,0
2015-01-18T07:00:00Z,29966,31230,32.06,2830,0
2015-01-18T08:00:00Z,32911,34383,32.72,2830,261
2015-01-18T09:00:00Z,36675,37812,33.51,2830,994
2015-01-18T10:00:00Z,38833,39814,36.09,2830,1614
2015-01-18T11:00:00Z,39732,41259,43,2830,1887
2015-01-18T12:00:00Z,40275,42106,49.98,2830,2375
2015-01-18T13:00:00Z,40000,41606,41.93,2830,1989
2015-01-18T14:00:00Z,39998,41408,36.53,2830,1431
2015-01-18T15:00:00Z,40834,42135,36,2830,782
2015-01-18T16:00:00Z,44176,46110,42,2830,475
2015-01-18T17:00:00Z,47809,48432,72.03,2830,1573
2015-01-18T18:00:00Z,46764,47450,55.05,2830,981
2015-01-18T19:00:00Z,44506,45462,44.49,2830,386
2015-01-18T20:00:00Z,42050,43183,42.97,2830,348
2015-01-18T21:00:00Z,38956,39707,42.03,2830,324
2015-01-18T22:00:00Z,35167,35638,35.09,2830,189
2015-01-18T23:00:00Z,31194,32088,35.01,2830,0
2015-01-19T00:00:00Z,30534,31766,35.44,2830,0
2015-01-19T01:00:00Z,30408,31232,35.78,2830,0
2015-01-19T02:00:00Z,29592,30432,35.02,2830,0
2015-01-19T03:00:00Z,29178,29370,33.96,2830,0
2015-01-19T04:00:00Z,28824,28970,33.5,2830,0
2015-01-19T05:00:00Z,30412,31157,34,2830,0
2015-01-19T06:00:00Z,36692,38131,38.76,2830,128
2015-01-19T07:00:00Z,44464,44852,42.05,2830,476
2015-01-19T08:00:00Z,46662,46164,38.99,2830,528
2015-01-19T09:00:00Z,47649,46888,42.91,2830,1303
2015-01-19T10:00:00Z,47562,47022,44.93,2830,2160
2015-01-19T11:00:00Z,47280,47116,45.37,2830,2258
2015-01-19T12:00:00Z,47242,47096,46,2830,2469
2015-01-19T13:00:00Z,46976,46658,39.96,2830,1813
2015-01-19T14:00:00Z,47028,46390,37.26,2830,1363
2015-01-19T15:00:00Z,47632,47018,37.07,2830,1086
2015-01-19T16:00:00Z,50471,50422,55.94,2830,1236
2015-01-19T17:00:00Z,52427,52231,91.12,2830,1969
2015-01-19T18:00:00Z,51476,52084,65,2830,1906
2015-01-19T19:00:00Z,50070,49921,50.83,2830,1469
2015-01-19T20:00:00Z,47294,46768,44.59,2830,802
2015-01-19T21:00:00Z,43139,42349,40.5,2830,570
2015-01-19T22:00:00Z,38673,37137,39,2830,358
2015-01-19T23:00:00Z,34290,33008,34.03,2830,0
2015-01-20T00:00:00Z,33378,34120,34.21,2830,0
2015-01-20T01:00:00Z,33070,33664,34.43,2830,0
2015-01-20T02:00:00Z,32300,33290,34.21,2830,0
2015-01-20T03:00:00Z,31688,32138,33.4,2830,0
2015-01-20T04:00:00Z,31084,31383,32.48,2830,0
2015-01-20T05:00:00Z,32333,33479,33.57,2830,0
2015-01-20T06:00:00Z,38196,40023,39.91,2830,0
2015-01-20T07:00:00Z,45635,46174,44.97,2830,438
2015-01-20T08:00:00Z,47406,47360,43.98,2830,792
2015-01-20T09:00:00Z,48256,48745,45.04,2830,1750
